disaster_type,disaster_name,pcode,Completely damaged (abs.),Partly damaged (abs.),Total damaged houses (abs.),total_damage_houses_0p25weight,Partly damaged (rel.),Completely damaged (rel.),Total damaged houses (rel.),total_damage_houses_0p25weight_perc,ratio_comp_part,Total # of houses,Wind speed,Distance to typhoon,rainfall,distance_first_impact,Slope,Elevation,ruggedness_stdev,Ruggedness,slope_stdev,Predicted damage class (1-5),Population,land_area,Population density,Poverty incidence,% strong roof type,% strong wall type,% skilled Agriculture/Forestry/Fishermen,Region,prov,Experience,Bicol region
Typhoon,Rammasun,PH051710000,1036,3062,4098,1801.5,35.80239696,12.11341713,47.91581409,21.06401637,0.356319648,8552.5,132.1765452,19.116638,348,129.1825492,0.505439739,2.535637613,2.037156636,3.700036176,0.366785343,,34210,49.8676,686.0196,0.2421,0.668053961,0.610505166,0.050803859,central,0,2.104477612,1
Typhoon,Rammasun,PH051712000,295,2602,2897,945.5,40.98121825,4.646218057,45.62743631,14.89152262,0.134493907,6349.25,100.8827366,33.95351496,294.6,187.8801722,8.073268848,247.4368818,38.33108456,41.84998279,7.826525928,,25397,252.0438,100.7622,0.3749,0.691793893,0.552736983,0.105091153,central,0,2.104477612,1
Typhoon,Rammasun,PH051713000,382,1494,1876,755.5,53.06339904,13.56774996,66.631149,26.83359972,0.26945679,2815.5,140,14.80485576,340.8,127.1630195,0.456907783,2.516286645,1.629265045,3.497199334,0.286051072,,11262,18.8992,595.9093,0.3381,0.750679964,0.626473255,0.067749956,central,0,2.104477612,1
Typhoon,Rammasun,PH051714000,20,3,23,20.75,0.04442799,0.296186598,0.340614587,0.307293595,1.241049273,6752.500004,80.35834891,59.52593955,288.24,101.447364,10.69925142,189.5756011,32.84498443,52.8802769,7.393707239,,27010,293.0938,92.1547,0.5606,0.236160188,0.347467609,0.140947797,central,0,2.104477612,1
Typhoon,Rammasun,PH051715000,378,2186,2564,924.5,13.81184053,2.388323751,16.20016428,5.841283882,0.22875778,15827,99.39074683,39.09258105,319.8,106.4429747,5.929520887,243.1852849,40.55531001,30.01117745,7.765384107,,63308,222.0488,285.1082,0.2747,0.64703582,0.547416152,0.057386112,central,0,2.104477612,1
Typhoon,Rammasun,PH051716000,780,4118,4898,1809.5,14.73912149,2.791771433,17.53089292,6.476551804,0.240913792,27939.25,134.5494649,9.568978943,309.2,90.41645241,5.451574333,142.4085699,29.29067368,27.55313515,6.297763273,,111757,166.1081,672.7973,0.2301,0.776191573,0.70124787,0.051101944,central,0,2.104477612,1
Typhoon,Rammasun,PH051717000,170,968,1138,412,6.980978996,1.225998377,8.206977373,2.971243126,0.278912948,13866.25,81.05304438,51.31731385,307.8857143,106.472292,11.31527588,195.5517858,36.67759645,56.0163691,8.075780886,,55465,458.842,120.8816,0.3756,0.55932355,0.559502505,0.076751104,central,0,2.104477612,1
Typhoon,Rammasun,PH051718000,3340,12526,15866,6471.5,46.0870525,12.28889952,58.37595202,23.81066264,0.282219821,27179,134.5628364,15.475902,343.2,145.3258845,4.711318992,111.5455764,23.46164833,24.33224146,5.148350945,,108716,437.1565,248.6889,0.38,0.574103432,0.461123249,0.094217962,central,0,2.104477612,1
Typhoon,Rammasun,PH051719000,315,3567,3882,1206.75,44.35601704,3.917057854,48.27307489,15.00606211,0.108410266,8041.75,106.4025103,31.72797904,316.4,163.1298295,4.815143524,114.6303507,18.38888353,26.1095122,3.976969773,,32167,234.8789,136.9513,0.3697,0.702401372,0.476843911,0.134889794,central,0,2.104477612,1
Typhoon,Rammasun,PH051720000,578,2230,2808,1135.5,34.71627617,8.998209699,43.71448587,17.67727874,0.27993427,6423.5,121.5802867,23.09648919,348,127.6221608,0.63775956,9.140595463,2.078353708,4.233821854,0.435064216,,25694,44.9681,571.3781,0.2783,0.640022569,0.618393831,0.057367479,central,0,2.104477612,1
Typhoon,Rammasun,PH051721000,372,2860,3232,1087,36.72552167,4.776886035,41.5024077,13.95826645,0.153129388,7787.500001,139.341566,16.27352147,332.4,120.940539,0.645859792,9.310063224,2.768607321,4.575929845,0.462742209,,31150,39.0781,797.132,0.2713,0.751706207,0.602859929,0.035794543,central,0,2.104477612,1
Typhoon,Rammasun,PH051722000,1189,4556,5745,2328,34.78526436,9.078068334,43.8633327,17.77438442,0.281626209,13097.5,136.7519096,8.157414544,313.8,117.1049857,3.143038019,49.2907848,20.64350024,15.92228707,4.542713608,,52390,151.2882,346.2914,0.4005,0.53912874,0.483386924,0.083756442,central,0,2.104477612,1
Typhoon,Rammasun,PH051723000,1314,7009,8323,3066.25,33.42632997,6.266542671,39.69287264,14.62312516,0.211075147,20968.5,129.7615385,0.741488273,309.2,98.26184214,1.22215218,19.11036692,5.149531239,8.003699537,0.964018986,,83874,102.5878,817.5827,0.2947,0.672523478,0.682355079,0.064930729,central,0,2.104477612,1
Typhoon,Rammasun,PH051724000,284,1896,2180,758,3.869328531,0.579582966,4.448911496,1.546915098,0.324394412,49000.75,122.7873845,23.68116605,340,116.9824323,3.496529454,175.925021,31.4534921,17.82478994,6.26402762,,196003,94.9863,2063.4858,0.1569,0.878073621,0.752204457,0.01232124,central,0,2.104477612,1
Typhoon,Rammasun,PH051725000,1138,5152,6290,2426,44.86437062,9.909870684,54.7742413,21.12596334,0.23787246,11483.5,128.3364568,21.7424225,321.6,101.8514725,6.362983595,257.8468488,43.75509549,31.51982412,8.822615322,,45934,141.1136,325.5091,0.3147,0.634077911,0.498866947,0.037423259,central,0,2.104477612,1
Typhoon,Rammasun,PH051726000,1191,4069,5260,2208.25,44.72657323,13.09150866,57.81808189,24.27315196,0.308168919,9097.5,139.8080159,11.18464142,341.4,132.3853857,2.286185255,28.07577895,15.89400024,12.32571021,3.403629336,,36390,77.9741,466.6941,0.3291,0.691707446,0.510902603,,central,0,2.104477612,1
Typhoon,Rammasun,PH051728000,1511,5162,6673,2801.5,23.05879725,6.749678932,29.80847619,12.51437825,0.322114146,22386.25,132.4561765,19.36427526,323.4,110.7385412,3.077473983,140.1908139,29.37846751,15.8728082,5.816913697,,89545,147.1901,608.3692,0.2464,0.69712924,0.642121581,0.039030655,central,0,2.104477612,1
Typhoon,Rammasun,PH051729000,241,1910,2151,718.5,36.38788341,4.591350733,40.97923414,13.68832159,0.149549807,5249,85.43448054,49.68959361,297.2571429,84.97634481,14.66786829,278.2062618,32.89272679,71.9882388,7.277347286,,20996,185.2172,113.359,0.4881,0.527736503,0.478207033,0.125500095,central,0,2.104477612,1
Typhoon,Rammasun,PH051730000,1546,8259,9805,3610.75,56.74923558,10.62287422,67.3721098,24.81018312,0.201264555,14553.5,109.3515728,28.76264965,309.9,174.6546454,7.311993968,185.8828173,30.80739561,39.49489891,6.434264137,,58214,447.7825,130.0054,0.3742,0.604258738,0.491769052,0.122736799,central,0,2.104477612,1
Typhoon,Rammasun,PH051731000,1274,5068,6342,2541,58.68117872,14.75134603,73.43252475,29.42164071,0.263924848,8636.5,120.9827488,23.6155556,313.44,88.18976589,8.855716214,162.9596663,39.52525116,45.1444449,8.298620994,,34546,123.0643,280.7152,0.3728,0.58812509,0.43875054,0.080269785,central,0,2.104477612,1
Typhoon,Rammasun,PH051732000,5273,4475,9748,6391.75,50.76861989,59.8218844,110.5905043,72.51403937,1.174879387,8814.499999,135.0185691,6.37577362,326.4,124.7255614,5.733302323,86.51596589,27.89599476,29.26321053,6.011161997,,35258,100.2641,351.6535,0.3494,0.646006656,0.573191017,0.070820807,central,0,2.104477612,1
Typhoon,Rammasun,PH051733000,729,4114,4843,1757.5,40.50907122,7.178199542,47.68727076,17.30546735,0.197021983,10155.75,98.82653103,38.67996814,304.8,93.63785236,2.708540526,45.25874695,26.0803223,14.32122559,5.430173197,,40623,61.6779,658.6452,0.2918,0.632778876,0.638362219,0.057012038,central,0,2.104477612,1
Typhoon,Rammasun,PH051734000,1219,6354,7573,2807.5,39.18895999,7.518310076,46.70727006,17.31555007,0.21195647,16213.75,113.2656647,28.22805869,332.4,153.3144987,4.552140341,110.4843282,15.35322368,24.38337221,3.416642178,,64855,300.7184,215.6655,0.3362,0.712514846,0.500148456,0.104402128,central,0,2.104477612,1
Typhoon,Rammasun,PH051735000,35,705,740,211.25,15.87480297,0.788110786,16.66291376,4.756811529,0.105963358,4441,80.6673285,63.78972595,353.2,138.2843704,3.236080781,25.7234279,14.81267245,17.23720992,3.440155443,,17764,153.8128,115.4914,0.5806,0.309409888,0.365497076,0.181209187,central,0,2.104477612,1
Typhoon,Rammasun,PH051737000,195,5378,5573,1539.5,31.83567158,1.154324276,32.98999586,9.113242171,0.065609265,16893,83.2555809,50.66102361,318.6,122.1431383,4.746732063,127.6268333,29.75264568,25.09202065,5.711067889,,67572,392.0945,172.3378,0.474,0.3993372,0.389470513,0.112531818,central,0,2.104477612,1
Typhoon,Rammasun,PH052002000,4,81,85,24.25,2.521793275,0.124533001,2.646326276,0.75498132,0.319306931,3212.000001,70.2560952,63.42183772,259.8,63.49135497,11.90409958,189.2018306,29.06550515,60.49819651,6.599800726,,12848,86.0429,149.3258,0.3195,0.621515368,0.55575411,0.099704234,central,catanduane,1.875,1
Typhoon,Rammasun,PH052010000,21,16,37,25,0.295967444,0.38845727,0.684424713,0.462449131,1.071367399,5406.000002,61.26501348,77.92008738,244.8,78.83017816,11.04692175,146.5221085,33.45300354,57.44987353,7.312264567,,21624,203.3394,106.3439,0.394,0.505094951,0.492125984,0.104467259,central,catanduane,1.875,1
Typhoon,Rammasun,PH052011000,73,766,839,264.5,4.160217244,0.39646979,4.556687033,1.4365241,0.270622287,18412.5,81.33767368,48.41104901,288,50.9955164,9.979699236,166.7309771,39.80480423,51.31138591,8.548121864,,73650,162.2314,453.9725,0.1655,0.821660312,0.683446985,0.036836388,central,catanduane,1.875,1
Typhoon,Rammasun,PH054106000,123,14,137,126.5,0.083540943,0.733966852,0.817507795,0.754852088,1.600278111,16758.24999,40.03742302,132.9187191,200.8,133.4394235,1.530326649,25.964017,5.749170219,8.405429467,1.24113814,,67033,322.9409,207.5718,0.4925,0.675334176,0.29283862,0.240642669,central,0,1.866666667,1
Typhoon,Rammasun,PH054108000,4,31,35,11.75,0.473427001,0.061087355,0.534514356,0.179444105,0.720149254,6547.999994,46.77111298,115.7118198,224.8,115.8479351,4.858997464,59.61633844,17.10576263,25.04184998,3.792277907,,26192,97.3617,269.0135,0.4917,0.478091348,0.329929447,0.144318876,central,0,1.866666667,1
Typhoon,Rammasun,PH054113000,10,121,131,40.25,1.24700487,0.103058254,1.350063123,0.414809471,0.490901586,9703.250001,50.99489062,108.6572177,255.84,112.6898408,9.251404701,175.0667224,25.41074263,46.01288003,5.847852767,,38813,180.3636,215.1925,0.435,0.586323015,0.367180417,0.14989823,central,0,1.866666667,1
Typhoon,Rammasun,PH054114000,77,574,651,220.5,8.627038401,1.157285639,9.78432404,3.314045239,0.224086116,6653.5,68.65202513,71.6251133,290,83.82826659,8.628991271,113.4684659,28.81987768,44.2990374,6.0404463,,26614,106.9399,248.8689,0.5786,0.294554455,0.247716895,0.241527016,central,0,1.866666667,1
Typhoon,Rammasun,PH054119000,16,74,90,34.5,0.974581852,0.2107204,1.185302252,0.454365863,0.613152805,7593,60.98151194,77.71826172,307.2,85.59078144,7.395642103,108.04621,24.83361613,39.08196722,5.300514498,,30372,129.1664,235.1394,0.3878,0.347025496,0.378328612,0.14984196,central,0,1.866666667,1
Typhoon,Rammasun,PH054120000,53,455,508,166.75,3.899387239,0.454214338,4.353601577,1.429061148,0.296815554,11668.5,85.47053969,45.67566135,380.4,128.4207597,5.185826825,58.86474248,17.48350976,28.0460395,3.756336604,,46674,304.4347,153.3136,0.528,0.414298808,0.289133313,0.212473754,central,0,1.866666667,1
Typhoon,Rammasun,PH054121000,1,10,11,3.5,0.071214927,0.007121493,0.078336419,0.024925224,0.940167531,14042.00006,47.53040904,116.6589384,238.2,117.8115949,4.671477028,81.71391273,21.1504592,24.26422775,4.61709118,,56168,283.0711,198.4237,0.509,0.530702515,0.302236865,0.157082325,central,0,1.866666667,1
Typhoon,Rammasun,PH056202000,282,1917,2199,761.25,36.53168175,5.373987613,41.90566937,14.50690805,0.169829523,5247.5,82.79122014,35.62279197,309,35.56369475,4.191145435,90.72904401,14.35994355,22.86425942,3.198953349,,20990,72.032,291.3969,0.2939,0.675438596,0.674603175,0.120676513,central,0,2.8,1
Typhoon,Rammasun,PH056203000,218,1171,1389,510.75,4.680442863,0.871337783,5.551780647,2.041448499,0.329435192,25019,69.04412188,57.17477284,317.76,59.15645428,6.154126022,74.31578507,29.71040341,32.12408326,6.42990326,,100076,240.6405,415.8624,0.3266,0.361685601,0.58146422,0.097006275,central,0,2.8,1
Typhoon,Rammasun,PH056204000,225,2833,3058,933.25,49.51931481,3.932878867,53.45219367,16.31270757,0.097643424,5721,78.95691991,43.97092653,306.72,43.92330183,10.82556446,313.7008008,42.19875043,53.97564119,8.591188667,,22884,107.0135,213.8408,0.308,0.549479659,0.691201514,0.104352386,central,0,2.8,1
Typhoon,Rammasun,PH056205000,418,2820,3238,1123,34.34626393,5.091041958,39.43730589,13.67760794,0.172324916,8210.5,83.10576362,35.00944804,306,36.00535565,4.212433128,96.2743641,23.27157986,22.66957878,4.702252344,,32842,105.8532,310.278,0.2871,0.809819413,0.6875,0.109981122,central,0,2.8,1
Typhoon,Rammasun,PH056206000,271,1433,1704,629.25,9.912324693,1.874556868,11.78688156,4.352638041,0.26342296,14456.75,87.49293282,32.16939105,306.4,47.50825461,4.974408732,108.7510711,25.45305418,25.9754771,5.359765546,,57827,234.4426,246.6572,0.4223,0.408120007,0.534404044,0.125944628,central,0,2.8,1
Typhoon,Rammasun,PH056208000,1170,2008,3178,1672,13.49145026,7.861054188,21.35250445,11.23391675,0.611467729,14883.5,92.5207648,26.13331186,300.96,26.40165603,2.351203784,33.59654365,9.158326088,14.49046741,1.831216945,,59534,124.9959,476.2907,0.256,0.676750409,0.652222387,0.076510901,central,0,2.8,1
Typhoon,Rammasun,PH056209000,405,18,423,409.5,0.127069288,2.859058981,2.986128269,2.890826303,3.4239767,14165.5,70.95893322,51.00408983,306.8,51.23674597,10.24244314,224.2217807,43.4290832,50.81347122,9.026013399,,56662,162.0409,349.6812,0.2845,0.538927412,0.696709083,0.071194098,central,0,2.8,1
Typhoon,Rammasun,PH056210000,413,2357,2770,1002.25,29.17079208,5.111386139,34.28217822,12.40408416,0.202559685,8079.999999,78.83227573,42.23316227,308.16,44.5112273,8.395857439,123.4524185,40.39225608,42.92682098,8.366001197,,32320,147.3742,219.3042,0.3731,0.626280892,0.591470766,0.074845297,central,0,2.8,1
Typhoon,Rammasun,PH056212000,128,1721,1849,558.25,16.74898421,1.245711783,17.99469599,5.432957836,0.126526214,10275.25,63.48733503,63.83221199,307.6,63.77893924,10.70954129,132.2541719,31.61457428,53.16117507,6.988012395,,41101,167.3653,245.5686,0.4521,0.257098359,0.495147957,0.102187295,central,0,2.8,1
Typhoon,Rammasun,PH056213000,571,4405,4976,1672.25,23.63070651,3.063140389,26.6938469,8.970817016,0.164962397,18641,85.72809436,35.54642897,306.4,59.13821582,2.663168936,28.62279207,9.296030812,16.18956564,1.919436733,,74564,241.4604,308.8058,0.4252,0.360877123,0.465106952,,central,0,2.8,1
Typhoon,Rammasun,PH056214000,896,3533,4429,1779.25,62.97121469,15.97005614,78.94127083,31.71285982,0.265276441,5610.5,110.4635571,12.74387209,296.4,12.87986914,3.285076315,54.06221754,15.16943438,17.392381,3.309876317,,22442,67.8679,330.664,0.307,0.696499686,0.607584329,0.09990197,central,0,2.8,1
Typhoon,Rammasun,PH082601000,106,1960,2066,596,48.92050418,2.645700736,51.56620492,14.87582678,0.073030127,4006.5,59.60246312,66.45485643,302.8,155.8072295,4.359329323,36.94530538,16.10325343,23.30955134,3.444048847,,15892,124.2781,127.873,0.592,0.427098253,0.237836291,0.117746163,central,0,1.545454545,0
Typhoon,Rammasun,PH082611000,10,450,460,122.5,22.82815472,0.507292327,23.33544705,6.214331008,0.063256779,1971.25,58.96566802,65.72834744,300.6,144.9059528,6.758956859,90.30884461,16.81590461,36.53215789,3.883544403,,7877,143.0405,55.0682,0.609,0.597327135,0.123184195,0.074445149,central,0,1.545454545,0
Typhoon,Rammasun,PH082621000,124,727,851,305.75,19.79982297,3.377136243,23.17695922,8.327091986,0.210441033,3671.749999,60.33653766,66.30942361,325.92,169.2792782,2.730616433,41.67248545,10.49367462,14.31292682,2.353853973,,14697,87.0063,168.9218,0.5244,0.56849525,0.340177751,0.179206101,central,0,1.545454545,0
Typhoon,Rammasun,PH084801000,316,284,600,387,4.460324316,4.96289607,9.423220386,6.077977149,1.092040642,6367.25,63.47864142,63.97367334,297,70.19384108,7.06459787,77.24141168,18.43993543,36.06867421,4.417292722,,25460,53.8394,472.8888,0.3507,0.491288566,0.485942318,0.102516785,central,0,2.333333333,0
Typhoon,Rammasun,PH084802000,350,1634,1984,758.5,55.54516869,11.89767995,67.44284864,25.78397213,0.228095172,2941.75,80,45.70862865,319.2,56.82962935,5.281523364,28.37818553,19.48155612,28.35554192,4.242815566,,11766,31.5285,373.1857,0.5536,0.311229001,0.409814324,0.14005269,central,0,2.333333333,0
Typhoon,Rammasun,PH084803000,350,1634,1984,758.5,27.61534561,5.915159709,33.53050532,12.81899611,0.241659136,5917.000001,59.77539612,64.79720525,321.12,85.07622602,6.052702499,72.22845789,24.35844188,32.13145161,5.29395451,,23678,145.6525,162.5642,0.4012,0.522533749,0.349595184,0.096417103,central,0,2.333333333,0
Typhoon,Rammasun,PH084804000,18,356,374,107,11.23116965,0.567868128,11.79903778,3.375660541,0.128186279,3169.75,60,77.13010619,273.6,78.97203903,6.748227625,59.63904598,20.35106568,35.07964308,4.610845649,,12685,41.1719,308.0991,0.4523,0.472646822,0.472646822,0.175723638,central,0,2.333333333,0
Typhoon,Rammasun,PH084805000,18,398,416,117.5,1.692950647,0.076565607,1.769516254,0.499803269,0.399771755,23509.25,60.13537489,63.98996853,322.6285714,91.21984181,6.368671134,55.25672547,22.85130228,33.87089659,4.996441704,,94045,369.0406,254.8384,0.3483,0.595457004,0.460627366,0.078394674,central,0,2.333333333,0
Typhoon,Rammasun,PH084806000,156,2174,2330,699.5,26.33156699,1.889477668,28.22104466,8.472369417,0.105719429,8256.250001,61.56990849,56.34190682,313.5,126.8053847,7.442121015,85.42562069,26.13162882,38.44703084,5.652821202,,33028,296.9934,111.2032,0.542,0.685403727,0.363396461,0.14328539,central,0,2.333333333,0
Typhoon,Rammasun,PH084807000,153,850,1003,365.5,14.46131598,2.603036876,17.06435286,6.218365871,0.233035589,5877.749999,67.78939154,52.70800247,316.32,141.3202982,4.224268417,45.48213581,18.25694477,21.7895104,3.992261937,,23528,104.1264,225.9559,0.5141,0.587606838,0.417055167,0.157160478,central,0,2.333333333,0
Typhoon,Rammasun,PH084808000,1186,7200,8386,2986,46.93687968,7.731547124,54.6684268,19.46576704,0.182146756,15339.75,75.12403699,41.96696652,305.2,110.861368,3.011626766,24.72134354,17.49545897,16.18971745,3.658555244,,61364,252.2847,243.2349,0.5169,0.479156409,0.3586903,0.126077674,central,0,2.333333333,0
Typhoon,Rammasun,PH084809000,50,1442,1492,410.5,44.30107527,1.53609831,45.83717358,12.61136713,0.055983181,3255,63.7447393,60.23990413,307.8,148.5540079,4.391267039,29.20616771,15.62654014,23.87317241,3.294221134,,13020,59.5361,218.6905,0.5538,0.421266234,0.309157212,0.13202765,central,0,2.333333333,0
Typhoon,Rammasun,PH084810000,3,610,613,155.5,6.430020819,0.031623053,6.461643872,1.639128258,0.138845244,9486.75,57.38720654,67.77972611,300,128.2548166,5.092543516,47.24572511,18.06579612,28.207354,3.856282481,,37952,345.6554,109.7971,0.5749,0.728958831,0.157628547,0.171950352,central,0,2.333333333,0
Typhoon,Rammasun,PH084811000,176,2077,2253,695.25,28.87730275,2.446993396,31.32429614,9.666319082,0.115371639,7192.5,63.4113214,59.80288113,312,68.99534797,5.068898908,53.90097617,19.02266943,26.81788615,4.192821496,,28761,125.5365,229.1093,0.4858,0.447974975,0.404346394,0.138442822,central,0,2.333333333,0
Typhoon,Rammasun,PH084812000,339,1245,1584,650.25,35.50802139,9.668449198,45.17647059,18.54545455,0.292222059,3506.25,69.89633361,48.3122562,312,133.4141802,6.923356276,127.2436767,21.64335528,34.55974555,4.874089881,,14020,161.8365,86.6291,0.5325,0.709097447,0.398058252,0.147807487,central,0,2.333333333,0
Typhoon,Rammasun,PH084813000,682,6155,6837,2220.75,63.57485927,7.04436296,70.61922223,22.93807778,0.124574224,9681.5,60.15015686,61.71440331,314.1333333,101.1233087,8.541438239,106.7368159,29.12640107,45.47838279,6.189824625,,38717,368.4744,105.0738,0.5363,0.469530734,0.377164002,0.116769096,central,0,2.333333333,0
Typhoon,Rammasun,PH084814000,434,6340,6774,2019,73.96605028,5.063291139,79.02934142,23.55480371,0.080880493,8571.5,74.75436214,41.80668073,307.2,122.8841636,7.543660915,87.13017585,29.42574808,37.9993466,6.416191976,,34290,218.8649,156.6718,0.5171,0.565217391,0.491449275,0.137344689,central,0,2.333333333,0
Typhoon,Rammasun,PH084815000,582,2833,3415,1290.25,34.27499849,7.041316315,41.3163148,15.61006594,0.227960784,8265.5,66.83591309,52.76371893,311.6,109.2415765,6.598409491,63.10325077,31.73996884,34.4838915,6.681855699,,33071,198.2528,166.8081,0.5546,0.417937972,0.31969824,0.133990684,central,0,2.333333333,0
Typhoon,Rammasun,PH084816000,27,249,276,89.25,9.467680608,1.02661597,10.49429658,3.393536122,0.193606974,2629.999999,61.91452267,60.30938977,316.8,73.85401349,4.220448939,57.65591699,18.54261079,23.01256923,4.079709439,,10523,73.6927,142.7955,0.4346,0.456329735,0.334151129,0.128422053,central,0,2.333333333,0
Typhoon,Rammasun,PH084817000,51,391,442,148.75,17.26650475,2.252152793,19.51865754,6.56877898,0.17803914,2264.5,60,75.97771475,274.8,81.00844778,3.019766072,30.60560859,12.86433122,15.99602901,2.976191272,,9057,34.2873,264.1484,0.3656,0.599572878,0.547784303,0.13126518,central,0,2.333333333,0
Typhoon,Rammasun,PH084818000,81,276,357,150,4.142589118,1.21575985,5.358348968,2.251407129,0.430864648,6662.5,53.773761,78.35178559,299.6,89.77979117,8.281578858,240.7537868,22.63346784,42.29266421,5.249748723,,26651,220.7107,120.7507,0.4091,0.619657349,0.560865645,0.102926829,central,0,2.333333333,0
Typhoon,Rammasun,PH084819000,1015,2125,3140,1546.25,48.40271055,23.11941233,71.52212289,35.22008997,0.488220425,4390.25,62.60350021,60.35281051,324.6,77.63140359,5.737832244,69.18594201,29.29834252,30.31673634,6.403873003,,17562,98.5801,178.1592,0.4809,0.527076761,0.321766562,0.108080405,central,0,2.333333333,0
Typhoon,Rammasun,PH084820000,555,564,1119,696,7.377370831,7.259646828,14.63701766,9.103989536,0.985947381,7644.999999,64.97611775,53.89031218,311.04,103.7922014,7.349984714,72.92432406,29.93977156,38.55387388,6.296278677,,30570,206.4457,148.0766,0.5101,0.519215531,0.434033281,0.103858731,central,0,2.333333333,0
Typhoon,Rammasun,PH084821000,21,143,164,56.75,7.281059063,1.069246436,8.350305499,2.889511202,0.249877029,1964,58.59603877,89.63306459,258,90.06411179,11.29352379,60.18341014,26.51511573,54.09718396,6.161610154,,7851,21.9778,357.2267,0.4568,0.525320317,0.409506399,0.217795316,central,0,2.333333333,0
Typhoon,Rammasun,PH084822000,1,522,523,131.5,13.64795085,0.0261455,13.67409635,3.438133211,0.07005386,3824.749999,53.54708309,73.77247671,306.8571429,118.4807707,8.957524935,103.8100209,25.03156524,48.86696403,5.469252782,,15300,312.7026,48.9283,0.7158,0.441834862,0.154862385,0.183868227,central,0,2.333333333,0
Typhoon,Rammasun,PH084823000,41,132,173,74,3.563474388,1.106836742,4.670311129,1.997705338,0.461673839,3704.25,59.72389442,69.55477847,304.2,81.13069837,6.672510606,133.4548947,23.86494612,35.12484421,5.334722448,,14812,163.5093,90.5911,0.4086,0.632907448,0.465109034,0.114733077,central,0,2.333333333,0
Typhoon,Rammasun,PH084824000,4,130,134,36.5,3.540546061,0.108939879,3.64948594,0.994076394,0.24423051,3671.75,51.58596754,75.40066693,319.8,102.9128659,9.403702716,137.786632,26.89278387,49.15735222,5.966698404,,14690,296.7057,49.5104,0.633,0.551638177,0.25997151,0.173622932,central,0,2.333333333,0
Typhoon,Rammasun,PH086001000,21,250,271,83.5,11.1831805,0.939387162,12.12256766,3.735182286,0.159185622,2235.5,50,125.6927369,226.8,134.5871262,17.97499265,147.5772806,29.46062896,87.4550256,6.754645773,,8940,29.4504,303.5614,0.4805,0.547106648,0.524128046,0.156452695,central,0,1.4,0
Typhoon,Rammasun,PH086003000,264,3185,3449,1060.25,6.929524452,0.574378165,7.503902617,2.306759278,0.198546354,45962.75,49.85083157,90.03391646,294.3529412,112.7495849,8.958699271,149.0091089,29.25370695,47.46468657,6.417871179,,183835,1066.5019,172.3723,0.2485,0.581483931,0.36900574,0.102751685,central,0,1.4,0
Typhoon,Rammasun,PH086004000,1,366,367,92.5,6.370202767,0.017404926,6.387607693,1.609955617,0.138043003,5745.5,40,141.4498763,244.8,194.5179857,5.713962476,160.2844607,25.92926863,32.17649853,5.166017263,,22973,240.7219,95.4337,0.3742,0.710019646,0.259426551,0.13858672,central,0,1.4,0
Typhoon,Rammasun,PH086005000,585,2485,3070,1206.25,9.568825268,2.252620838,11.82144611,4.644827155,0.307756137,25969.74999,40.01613225,120.9092453,267.9272727,161.8048849,10.12100837,131.2171919,28.70801479,53.4292031,6.433771155,,103876,207.2842,501.1488,0.1788,0.838012434,0.524706339,0.06034906,central,0,1.4,0
Typhoon,Rammasun,PH086006000,364,2662,3026,1029.5,24.83266867,3.395601577,28.22827025,9.603768745,0.170156697,10719.75,40,146.0221725,259.68,178.2764866,10.26964665,77.13148623,27.36248523,51.56210256,6.366190877,,42893,127.4184,336.6308,0.5269,0.634242144,0.349930684,0.182606871,central,0,1.4,0
Typhoon,Rammasun,PH086007000,58,3578,3636,952.5,41.56357089,0.673752686,42.23732358,11.06464541,0.039323596,8608.499999,47.75721081,97.54445297,289.6,135.7449727,8.120170267,102.7204531,26.62069679,43.36669161,5.812131309,,34431,372.3366,92.4745,0.4644,0.46053187,0.267764176,0.138671081,central,0,1.4,0
Typhoon,Rammasun,PH086008000,15,350,365,102.5,10.23915746,0.438821034,10.6779785,2.9986104,0.128018585,3418.249999,40,126.6480725,254.1,189.3393333,11.20844418,298.2836803,37.39402797,62.93720566,7.470882033,,13672,492.6833,27.7501,0.3404,0.774901115,0.274002157,0.108827617,central,0,1.4,0
Typhoon,Rammasun,PH086009000,93,129,222,125.25,2.813215571,2.028132156,4.841347727,2.731436048,0.794115124,4585.5,40,117.5009959,265.44,165.042348,8.539126846,233.8775917,24.37792813,44.12495149,5.409514253,,18346,149.0971,123.0434,0.3714,0.630697914,0.304661344,0.176480209,central,0,1.4,0
Typhoon,Rammasun,PH086012000,50,1,51,50.25,0.026392188,1.319609396,1.346001584,1.326207443,2.259964001,3788.999999,41.14438666,111.3840834,267.7714286,162.6859085,6.430845446,204.0821599,22.74152987,34.36761355,4.77091676,,15155,153.99,98.4153,0.4202,0.687171053,0.299013158,0.168382159,central,0,1.4,0
Typhoon,Rammasun,PH086013000,253,671,924,420.75,14.70523778,5.544597852,20.24983563,9.220907298,0.416714344,4563.000001,40,148.7306749,244,198.7679352,5.317876018,97.31441343,20.24174133,29.95876958,4.301015081,,18242,121.6199,149.9924,0.4697,0.640948746,0.27780807,0.143710278,central,0,1.4,0
