disaster_type,disaster_name,pcode,Completely damaged (abs.),Partly damaged (abs.),Total damaged houses (abs.),total_damage_houses_0p25weight,Partly damaged (rel.),Completely damaged (rel.),Total damaged houses (rel.),total_damage_houses_0p25weight_perc,ratio_comp_part,Total # of houses,Wind speed,Distance to typhoon,rainfall,distance_first_impact,Slope,Elevation,ruggedness_stdev,Ruggedness,slope_stdev,Predicted damage class (1-5),Population,land_area,Population density,Poverty incidence,% strong roof type,% strong wall type,% skilled Agriculture/Forestry/Fishermen,Region,prov,Experience,Bicol region
Typhoon,Koppu,PH142708000,2,10,12,4.5,0.206100577,0.041220115,0.247320692,0.09274526,0.8632946,4852.00001,50.32668797,94.2209831,326.4,107.4223553,13.5283949,537.6105995,39.74918093,68.22201525,8.630141604,,19416,518.8918,37.4182,0.5355,0.938814942,0.220480893,0.211304617,north luzon,0,2.555555556,0
Typhoon,Koppu,PH142710000,13,107,120,39.75,2.584697144,0.314028625,2.898725768,0.960202911,0.366566148,4139.750001,67.59925687,61.41732178,428.2285714,111.0475942,24.2669204,1557.780696,45.36530175,122.8648209,9.315955359,,16560,262.9453,62.9788,0.5347,0.95039019,0.206561023,0.222235642,north luzon,0,2.555555556,0
Typhoon,Koppu,PH142711000,1,11,12,3.75,0.288316624,0.026210602,0.314527226,0.098289758,0.796551549,3815.250003,65.30745868,60.74836316,414.6,101.4121552,20.81600598,1079.82837,46.15137808,105.4520735,9.66182543,,15266,235.9396,64.703,0.5529,0.926829268,0.198303287,0.194351615,north luzon,0,2.555555556,0
Typhoon,Koppu,PH143201000,11,29,40,18.25,0.951209512,0.360803608,1.31201312,0.598605986,0.697415423,3048.75,45.01395857,87.01970899,297.9428571,176.826883,21.85653966,1221.976236,48.44556447,110.4038092,9.728570925,,12193,725.9561,16.7958,0.3391,0.961321165,0.23902651,0.150553506,north luzon,0,4.28,0
Typhoon,Koppu,PH143206000,1,402,403,101.5,18.41291652,0.045803275,18.4587198,4.649032406,0.053871518,2183.25,45.05470947,92.5698658,297.6,157.303753,21.28353341,799.7729643,52.24476413,106.7854911,10.24539533,,8731,71.7506,121.6866,0.2614,0.993634259,0.40162037,0.129737776,north luzon,0,4.28,0
Typhoon,Koppu,PH143208000,2,19,21,6.75,0.788054749,0.082953131,0.871007881,0.279966819,0.60565994,2410.999999,48.95051956,80.01599928,306.9333333,162.521325,22.04662507,1568.920816,48.4522625,112.5897316,9.702568265,,9642,386.7474,24.931,0.4118,0.986644407,0.420144686,0.171816674,north luzon,0,4.28,0
Typhoon,Koppu,PH143209000,1,4,5,2,0.049959408,0.012489852,0.06244926,0.024979704,0.964313329,8006.499997,40,108.6459161,299.7,174.3549161,10.71096268,285.4164996,36.24261293,52.97068843,7.911163275,,32032,421.7232,75.955,0.3192,0.833972515,0.356024289,0.157840505,north luzon,0,4.28,0
Typhoon,Koppu,PH143213000,2,11,13,4.75,0.0397679,0.007230527,0.046998427,0.017172502,0.968707081,27660.50021,40,117.6475983,292.9714286,155.3663318,7.615044456,292.9690092,36.71961342,38.97721023,7.685564571,,110632,795.3537,139.0976,0.0879,0.962237136,0.726308725,0.091836735,north luzon,0,4.28,0
Typhoon,Koppu,PH143215000,1,16,17,5,0.497357787,0.031084862,0.528442648,0.155424308,0.688602865,3217.000003,49.88593006,87.584903,309.6,150.8326473,22.80683838,1315.167018,51.16089323,115.5278076,10.23759368,,12866,245.7046,52.3637,0.2642,0.97092511,0.374449339,0.200264221,north luzon,0,4.28,0
Typhoon,Koppu,PH144402000,1,5,6,2.25,0.064381136,0.012876227,0.077257364,0.028971511,0.951610464,7766.249959,60.59616802,77.95842587,401.76,134.5744001,17.21090267,1665.612999,46.29479214,86.71592501,9.166981159,,31067,148.0872,209.7882,0.2112,0.994845361,0.459057437,0.165717045,north luzon,0,2.3,0
Typhoon,Koppu,PH144405000,2,76,78,21,2.959501558,0.07788162,3.037383178,0.817757009,0.272226593,2568,47.6713197,108.8198299,305.0666667,129.5080896,19.78124081,876.6811658,46.9238653,99.86425579,9.502755179,,10274,413.6598,24.8368,0.3974,0.978052126,0.10608139,0.180588006,north luzon,0,2.3,0
Typhoon,Koppu,PH144406000,1,5,6,2.25,0.071121226,0.014224245,0.085345471,0.032004552,0.946880914,7030.250029,40.0365473,121.9667229,292.2666667,130.0042958,9.696012614,254.3541405,29.20081403,48.98054149,6.509468205,,28118,543.797,51.7068,0.4056,0.914521112,0.371781668,0.181714733,north luzon,0,2.3,0
Typhoon,Koppu,PH144408000,1,4,5,2,0.181838845,0.045459711,0.227298557,0.090919423,0.884604289,2199.749997,50,80.27504553,330.24,148.2106026,21.08507421,1404.539375,44.24044152,106.9743924,9.279617775,,8795,202.1389,43.5096,0.4267,1,0.272108844,0.14024321,north luzon,0,2.3,0
Typhoon,Koppu,PH148102000,1,92,93,24,1.412613719,0.015354497,1.427968216,0.368507927,0.420852492,6512.750001,43.24273944,91.77760233,289.6615385,197.1927734,14.43510456,559.9030229,39.95055653,72.38971993,8.668026442,,26052,809.5291,32.1816,0.5631,0.920051226,0.476765459,0.186979387,north luzon,0,4.214285714,0
Typhoon,Koppu,PH148103000,1,16,17,5,0.36800644,0.023000403,0.391006843,0.115002013,0.747803791,4347.749996,40,98.56112477,296.8,234.4752726,5.086930344,93.07577521,19.44762915,26.73453709,4.294893526,,17385,280.6164,61.9527,0.3573,0.917120238,0.519049975,0.149905123,north luzon,0,4.214285714,0
Typhoon,Koppu,PH148104000,1,28,29,8,0.720859883,0.025744996,0.746604879,0.205959967,0.596065378,3884.249998,49.13116109,75.29277444,290.9333333,225.2230202,16.267337,529.8477537,39.05044626,81.94925268,8.481826465,,15541,1135.86,13.6821,0.639,0.896805112,0.403833866,0.281392804,north luzon,0,4.214285714,0
Typhoon,Koppu,PH148105000,4,1,5,4.25,0.020983056,0.083932225,0.104915281,0.089177989,1.061655449,4765.749996,42.0996445,84.81205741,290.4,255.1911217,9.881893779,172.1433738,38.85948255,50.51417849,8.149852043,,19050,368.527,51.6922,0.3342,0.830709615,0.668684912,0.097833499,north luzon,0,4.214285714,0
Typhoon,Koppu,PH148107000,5,16,21,9,0.470138838,0.146918387,0.617057225,0.264453096,0.780142907,3403.249998,40,100.4198976,304.8,248.8556972,1.142357213,16.73672709,5.485839838,7.236055839,1.115613666,,13608,74.7498,182.0463,0.3263,0.901317904,0.69013179,0.127157864,north luzon,0,4.214285714,0
Typhoon,Kalmaegi,PH012804000,1,11,12,3.75,0.299890949,0.027262814,0.327153762,0.102235551,0.790268456,3668.000003,68.28011169,54.97697394,155.04,171.8593767,11.93800868,220.4654922,41.11406872,59.74079591,8.831068209,,14802,131.2743,112.7567,0.1197,0.961233729,0.890209394,0.093852236,north luzon,0,3.262295082,0
Typhoon,Kalmaegi,PH012815000,1,11,12,3.75,0.185107278,0.016827934,0.201935212,0.063104754,0.85800497,5942.500013,65.19157155,64.06083949,134.8,165.8471687,14.17014674,258.5435046,52.19052762,71.41821672,10.74516878,,23770,220.6961,107.7043,0.1578,0.802100608,0.790860512,0.102187632,north luzon,0,3.262295082,0
Typhoon,Kalmaegi,PH013301000,1,16,17,5,0.100483577,0.006280224,0.106763801,0.031401118,0.914398219,15922.99997,40,187.1937303,321,245.9029308,4.92912368,51.48411734,28.40137641,25.63941351,5.978538444,,63692,54.871,1160.7646,0.1085,0.985153685,0.832065055,0.067810714,north luzon,0,3.210526316,0
Typhoon,Kalmaegi,PH013303000,1,7,8,2.75,0.066543087,0.009506155,0.076049242,0.026141927,0.946521681,10519.49998,50,141.0665531,160.8,219.312728,6.78339995,77.87549105,30.33044894,34.01419943,6.529186466,,42078,87.0077,483.6174,0.0999,0.981118448,0.817787866,0.069109749,north luzon,0,3.210526316,0
Typhoon,Kalmaegi,PH013309000,1,5,6,2.25,0.090748219,0.018149644,0.108897863,0.040836699,0.933441491,5509.749994,40,174.5636002,297.6,237.6292983,7.967470999,90.95856403,24.86688695,40.84432344,5.561146943,,22039,53.2392,413.9654,0.1148,0.987771203,0.690927022,0.105630927,north luzon,0,3.210526316,0
Typhoon,Kalmaegi,PH013316000,1,8,9,3,0.086049263,0.010756158,0.096805421,0.032268474,0.930672477,9297.00001,48.60675095,149.2503058,157.8,223.7182483,5.245599643,42.10871711,25.79262559,26.60375364,5.665769525,,37188,57.6166,645.4354,0.1067,0.977428504,0.768967147,0.064886523,north luzon,0,3.210526316,0
Typhoon,Kalmaegi,PH013318000,1,2,3,1.5,0.064123116,0.032061558,0.096184675,0.048092337,0.969870443,3118.999986,48.47012793,139.2428265,140.4,208.0495434,14.40997573,371.1849175,48.33525519,73.02004125,9.365368666,,12476,130.1972,95.824,0.1452,0.979856115,0.577338129,0.149887785,north luzon,0,3.210526316,0
Typhoon,Kalmaegi,PH013319000,1,1,2,1.25,0.023452158,0.023452158,0.046904315,0.029315197,1,4264.000018,50,128.6478308,136.4,202.7671035,11.03616487,171.6577287,41.22061312,54.89827499,8.544631351,,17056,102.4621,166.4607,0.1137,0.965407131,0.754390633,0.195708255,north luzon,0,3.210526316,0
Typhoon,Kalmaegi,PH015502000,1,2,3,1.5,0.019294311,0.009647155,0.028941466,0.014470733,0.990535457,10365.74996,40,242.5438689,355.68,294.8415207,8.768029875,208.2885092,33.22499771,42.56783509,7.375854397,,41463,179.6263,230.8281,0.1384,0.91968339,0.738563613,0.071847189,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH015506000,1,2,3,1.5,0.013948217,0.006974109,0.020922326,0.010461163,0.99312183,14338.74991,40,220.9630286,300,250.2260881,0.581039136,40.97491497,1.96443218,4.100558734,0.382062022,,57355,89.7389,639.1346,0.106,0.955909369,0.819657073,0.072182024,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH015512000,1,1,2,1.25,0.00733205,0.00733205,0.0146641,0.009165063,1,13638.75042,40,214.7003879,299.4,249.1284958,0.951149697,45.96123231,5.960558944,5.752540764,1.282746016,,54555,64.6053,844.4334,0.1039,0.960720778,0.813986567,0.062652369,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH015529000,1,2,3,1.5,0.032923166,0.016461583,0.049384748,0.024692374,0.98406311,6074.750042,40,213.5172628,274.2,233.5956519,14.5611909,487.212132,63.83332786,73.04771784,12.82255877,,24299,107.7784,225.4534,0.1156,0.923901582,0.799297012,0.088851393,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH015530000,1,1,2,1.25,0.005750845,0.005750845,0.011501689,0.007188556,1,17388.75047,40,209.2142551,310.2,249.507532,1.333980426,55.75896768,7.381664402,7.680087431,1.633162816,,69555,80.3901,865.2206,0.1178,0.961238837,0.807144214,0.048867802,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH015533000,51,59,110,65.75,0.284251731,0.245709124,0.529960855,0.316772057,0.969988277,20756.25001,40,206.5344441,290.88,254.0334518,2.98932503,37.06679241,15.33067874,16.35654217,3.330815852,,83025,86.4982,959.8424,0.1158,0.938382136,0.722236849,0.062366757,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH015535000,2,1,3,2.25,0.007555866,0.015111732,0.022667599,0.017000699,1.007499203,13234.74974,40,208.9089874,287.4,239.95484,6.899361638,176.5797821,39.77792478,34.98994568,8.297463164,,52939,157.5,336.1201,0.1329,0.931337119,0.808810876,0.080696651,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH015541000,1,54,55,14.5,0.454564586,0.008417863,0.462982449,0.122059009,0.693278162,11879.49999,40,202.9193173,304.4,242.9739155,9.396253905,280.4066792,39.34224414,46.00678878,8.405684059,,47518,176.8688,268.6617,0.1176,0.960406381,0.838207368,0.064880677,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH015546000,1,1,2,1.25,0.003008876,0.003008876,0.006017752,0.003761095,1,33235.00204,40,224.6413103,320.16,258.8650696,0.728948716,26.77863061,2.851688183,4.947858804,0.574875787,,132940,109.1801,1217.6201,0.112,0.960972316,0.809956126,0.048864149,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH015547000,2,1,3,2.25,0.006417147,0.012834293,0.01925144,0.01443858,1.006376229,15583.24988,40,231.4446641,326.4,263.6861602,0.785175611,32.38845956,3.27221568,5.161410416,0.671406581,,62333,92.4017,674.5865,0.1119,0.946550523,0.801881533,0.068021754,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH015548000,1,1,2,1.25,0.012699622,0.012699622,0.025399244,0.015874528,1,7874.250115,40,216.8373363,324,254.0861987,0.70791489,27.93612335,2.199674456,4.814026219,0.43375578,,31497,47.509,662.9665,0.1136,0.959731544,0.831003634,0.093723212,north luzon,0,2.568181818,0
Typhoon,Kalmaegi,PH021502000,17,148,165,54,1.522516267,0.174883625,1.697399892,0.555512692,0.465758592,9720.75,80,0.49068017,151.6,55.92788739,3.62219166,51.74048731,16.65057163,19.88904893,3.406382465,,38703,208.616,185.5224,0.1888,0.973043763,0.708392448,0.123678729,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021504000,52,85,137,73.25,0.710405349,0.434600919,1.145006268,0.612202257,0.838749084,11965,80,10.71014513,150.9,50.6089846,2.248173402,45.8664152,11.94486653,12.9988231,2.408562226,,47720,332.4805,143.5273,0.2519,0.944695685,0.603805576,0.101796908,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021512000,4,4,8,5,0.044650332,0.044650332,0.089300664,0.055812915,1,8958.500017,80,39.24220334,154.56,53.51290351,2.21564268,55.24492698,11.60465894,12.21470794,2.506901066,,35834,176.3468,203.2022,0.1969,0.89080536,0.81438238,0.054975721,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021513000,1,34,35,9.5,0.240024002,0.007059529,0.247083532,0.06706553,0.812129062,14165.24999,80.08809079,18.89139767,129.6,46.93007566,9.30913881,211.8559808,39.71161658,47.4508027,8.363262434,,56661,740.2417,76.544,0.1671,0.955766319,0.713283927,0.139655142,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021515000,5,231,236,62.75,3.316344842,0.071782356,3.388127198,0.900868567,0.248307861,6965.500001,80,17.01974316,147.6,43.454906,2.430819846,49.65183525,8.915994701,13.57677312,1.87164863,,27862,90.4713,307.9655,0.1428,0.961285008,0.800823723,0.062019955,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021517000,22,544,566,158,5.560240194,0.224862655,5.785102849,1.614922703,0.186710032,9783.75,80,14.97376618,130.6285714,75.63635647,4.26561562,51.8808689,22.1035195,22.66307072,4.742062575,,39135,238.6887,163.9583,0.1363,0.971338298,0.68788084,0.10798518,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021520000,2,26,28,8.5,0.440733992,0.033902615,0.474636606,0.144086113,0.717622143,5899.250004,80,16.64293608,150,68.80351819,1.814960338,45.70609025,8.121265615,10.73739064,1.649621247,,23597,152.3018,154.936,0.1559,0.933816863,0.689392566,0.126965292,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021521000,4,301,305,79.25,6.691119262,0.088918528,6.78003779,1.761698344,0.141581282,4498.5,80,2.469672927,144.9,84.32079298,11.04816744,284.5729885,33.85206151,55.26298678,7.365614652,,17994,391.5276,45.9585,0.1879,0.802876271,0.500371932,0.214158791,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021522000,1,51,52,13.75,0.83126197,0.016299254,0.847561224,0.224114747,0.554972074,6135.250001,60.49926958,64.73661282,106.08,134.611628,6.734285507,60.99196423,30.14034641,35.20324442,6.454091782,,24541,158.7094,154.6283,0.1723,0.779048981,0.813728995,0.103011287,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021524000,1,16,17,5,1.540683678,0.09629273,1.636976408,0.481463649,0.431495168,1038.5,62.83228718,62.09566472,124.8,152.144389,17.37406897,274.8571843,41.8108161,85.7944718,9.015033062,,4154,98.7186,42.0795,0.1748,0.691836735,0.717346939,0.103755417,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021525000,1,2,3,1.5,0.042021221,0.02101061,0.063031831,0.031515916,0.979836677,4759.500006,80,36.6273538,142.2,60.74952616,3.963744796,52.66222135,18.7132287,21.11274185,4.060531405,,19038,147.7858,128.8216,0.1615,0.921298459,0.748248482,0.117606892,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH021529000,2,43,45,12.75,0.112050657,0.005211658,0.117262316,0.033224323,0.90392614,38375.49993,80,30.42416658,161.76,45.84505924,1.762489555,37.58267607,9.446233268,10.01483451,1.976270403,,153502,138.4201,1108.9523,0.0926,0.980014691,0.904786681,0.021706558,north luzon,0,3.216216216,0
Typhoon,Kalmaegi,PH023111000,1,5,6,2.25,0.351679269,0.070335854,0.422015122,0.158255671,0.791856381,1421.750001,80,35.40217209,110.8363636,56.01093722,12.27108994,274.1637691,40.01868401,60.88384758,8.521653837,,5687,616.7494,9.2209,0.4572,0.841812401,0.312698413,0.195006154,north luzon,0,1.716981132,0
Typhoon,Kalmaegi,PH025005000,1,1,2,1.25,0.006502796,0.006502796,0.013005592,0.008128495,1,15378.00048,40,163.2854257,192,175.9397357,9.958175237,501.0641236,44.37797337,48.23313717,9.358716213,,61512,163.9562,375.1743,0.0873,0.985386084,0.815453468,0.049876447,north luzon,0,3.541666667,0
Typhoon,Kalmaegi,PH025010000,4,1,5,4.25,0.016867673,0.067470692,0.084338366,0.071687611,1.049763623,5928.499966,40,173.8604562,251.4,197.5713932,21.58407411,1296.008103,45.29018506,108.2280943,9.480828067,,23714,593.723,39.9412,0.3292,0.86928934,0.16044235,0.312009783,north luzon,0,3.541666667,0
Typhoon,Kalmaegi,PH025012000,2,8,10,4,0.197775031,0.049443758,0.247218789,0.098887515,0.876160991,4044.999994,40,197.9098738,286.9714286,217.2637928,18.97632104,944.3663159,41.50020863,94.8961646,8.832488396,,16180,283.5499,57.0623,0.2365,0.961838216,0.509809191,0.164091471,north luzon,0,3.541666667,0
Typhoon,Kalmaegi,PH037106000,1,3,4,1.75,0.025147216,0.008382405,0.033529621,0.014669209,0.983646436,11929.75012,40,277.0922605,328,330.7303274,14.7515068,499.7626818,53.66469103,72.61890767,11.04488657,,47719,282.2128,169.0878,0.1798,0.876259535,0.701883239,0.084557514,north luzon,0,2.777777778,0
Typhoon,Kalmaegi,PH037108000,1,18,19,5.5,0.206026268,0.011445904,0.217472172,0.062952471,0.838659928,8736.750006,40,287.1703761,329.8666667,338.5031872,13.93164222,598.322612,58.83938219,68.63411564,11.88829961,,34947,350.7486,99.6354,0.2076,0.821896881,0.746340843,0.093112427,north luzon,0,2.777777778,0
Typhoon,Kalmaegi,PH141106000,1,16,17,5,0.10698763,0.006686727,0.113674356,0.033433634,0.909392933,14955.00005,40,185.0662821,301.6,220.0046928,21.5571861,936.8886322,43.27822327,109.8615313,9.13829162,,59821,499.4621,119.7707,0.0476,0.97922974,0.562095184,0.030742227,north luzon,0,2.944444444,0
Typhoon,Kalmaegi,PH143206000,1,9,10,3.25,0.412229474,0.045803275,0.458032749,0.148860644,0.740533528,2183.250002,65.91377038,66.27079627,129.6,112.5662086,21.28353341,799.7729643,52.24476413,106.7854911,10.24539533,,8731,71.7506,121.6866,0.2614,0.993634259,0.40162037,0.129737776,north luzon,0,4.28,0
Typhoon,Kalmaegi,PH143209000,3,90,93,25.5,1.12408668,0.037469556,1.161556236,0.318491226,0.488430894,8006.499997,75.18472285,39.98083147,143.1,85.15081076,10.71096268,285.4164996,36.24261293,52.97068843,7.911163275,,32032,421.7232,75.955,0.3192,0.833972515,0.356024289,0.157840505,north luzon,0,4.28,0
Typhoon,Kalmaegi,PH148102000,1,61,62,16.25,0.936624314,0.015354497,0.951978811,0.249510575,0.524290896,6512.749999,78.74616472,20.93799259,145.4769231,96.49395975,14.43510456,559.9030229,39.95055653,72.38971993,8.668026442,,26052,809.5291,32.1816,0.5631,0.920051226,0.476765459,0.186979387,north luzon,0,4.214285714,0
Typhoon,Kalmaegi,PH148103000,1,194,195,49.5,4.462078086,0.023000403,4.485078489,1.138519924,0.187291428,4347.75,80,21.9759433,124.8,91.19837358,5.086930344,93.07577521,19.44762915,26.73453709,4.294893526,,17385,280.6164,61.9527,0.3573,0.917120238,0.519049975,0.149905123,north luzon,0,4.214285714,0
Typhoon,Kalmaegi,PH148104000,1,8,9,3,0.205959967,0.025744996,0.231704962,0.077234987,0.850563057,3884.250006,79.94424122,4.146890744,127.4666667,110.9899578,16.267337,529.8477537,39.05044626,81.94925268,8.481826465,,15541,1135.86,13.6821,0.639,0.896805112,0.403833866,0.281392804,north luzon,0,4.214285714,0
Typhoon,Kalmaegi,PH148105000,1,21,22,6.25,0.44064418,0.020983056,0.461627236,0.131144101,0.708698977,4765.75,74.99192305,39.82227524,119.6571429,111.4774008,9.881893779,172.1433738,38.85948255,50.51417849,8.149852043,,19050,368.527,51.6922,0.3342,0.830709615,0.668684912,0.097833499,north luzon,0,4.214285714,0
Typhoon,Kalmaegi,PH148106000,4,8,12,6,0.21440536,0.10720268,0.32160804,0.16080402,0.911724138,3731.250002,80,22.21183535,127.2,101.5156094,9.997274373,256.3523894,39.32869966,50.04614319,8.247900363,,14925,347.511,42.9483,0.4112,0.858138062,0.576314123,0.135879397,north luzon,0,4.214285714,0
Typhoon,Kalmaegi,PH148107000,1,127,128,32.75,3.731727026,0.029383677,3.761110703,0.962315434,0.217549252,3403.25,78.96425277,37.23471895,116.4,96.59828993,1.142357213,16.73672709,5.485839838,7.236055839,1.115613666,,13608,74.7498,182.0463,0.3263,0.901317904,0.69013179,0.127157864,north luzon,0,4.214285714,0
Typhoon,Melor,PH034920000,3,1,4,3.25,0.01336675,0.040100251,0.053467001,0.043441938,1.026380874,7481.249977,40,183.8525916,522.6666667,566.4978075,10.17974794,358.2771864,29.28388122,51.15759557,6.444992002,,29925,483.6095,61.8784,0.1948,0.878500082,0.669887015,0.067535505,north luzon,0,1.551724138,0
Typhoon,Melor,PH035403000,1,3,4,1.75,0.008989303,0.002996434,0.011985737,0.00524376,0.994060523,33372.99992,40,135.9357144,286,560.0407599,3.842672259,79.89132371,31.65665684,18.98732624,6.799251822,,133492,214.6393,621.941,0.0728,0.94402713,0.893741115,0.044115003,metro luzon,0,1.75,0
Typhoon,Melor,PH037707000,9,8,17,11,0.078558452,0.088378259,0.166936711,0.108017872,1.009104566,10183.50002,40,209.4220405,604,542.5507776,10.52547324,280.6896577,37.28324832,53.28449142,7.899570495,,40734,387.7522,105.0523,0.1014,0.952070183,0.699475768,0.077453724,north luzon,0,3,0
