pcode,N damaged,P damaged,N houses,Wind speed,Distance to typhoon,Poverty incidence,p strong roof,p strong wall,Experience,Region
PH142711000,1,0.000262106,3815.250003,65.30745868,60.74836316,0.5529,0.926829268,0.198303287,2.555555556,north luzon
PH143201000,11,0.003608036,3048.75,45.01395857,87.01970899,0.3391,0.961321165,0.23902651,4.28,north luzon
PH143206000,1,0.000458033,2183.25,45.05470947,92.5698658,0.2614,0.993634259,0.40162037,4.28,north luzon
PH143208000,2,0.000829531,2410.999999,48.95051956,80.01599928,0.4118,0.986644407,0.420144686,4.28,north luzon
PH143209000,1,0.000124899,8006.499997,40,108.6459161,0.3192,0.833972515,0.356024289,4.28,north luzon
PH143213000,2,7.23E-05,27660.50021,40,117.6475983,0.0879,0.962237136,0.726308725,4.28,north luzon
PH143215000,1,0.000310849,3217.000003,49.88593006,87.584903,0.2642,0.97092511,0.374449339,4.28,north luzon
PH144402000,1,0.000128762,7766.249959,60.59616802,77.95842587,0.2112,0.994845361,0.459057437,2.3,north luzon
PH144405000,2,0.000778816,2568,47.6713197,108.8198299,0.3974,0.978052126,0.10608139,2.3,north luzon
PH144406000,1,0.000142242,7030.250029,40.0365473,121.9667229,0.4056,0.914521112,0.371781668,2.3,north luzon
PH144408000,1,0.000454597,2199.749997,50,80.27504553,0.4267,1,0.272108844,2.3,north luzon
PH148102000,1,0.000153545,6512.750001,43.24273944,91.77760233,0.5631,0.920051226,0.476765459,4.214285714,north luzon
PH148103000,1,0.000230004,4347.749996,40,98.56112477,0.3573,0.917120238,0.519049975,4.214285714,north luzon
PH148104000,1,0.00025745,3884.249998,49.13116109,75.29277444,0.639,0.896805112,0.403833866,4.214285714,north luzon
PH148105000,4,0.000839322,4765.749996,42.0996445,84.81205741,0.3342,0.830709615,0.668684912,4.214285714,north luzon
PH148107000,5,0.001469184,3403.249998,40,100.4198976,0.3263,0.901317904,0.69013179,4.214285714,north luzon
PH012804000,1,0.000272628,3668.000003,68.28011169,54.97697394,0.1197,0.961233729,0.890209394,3.262295082,north luzon
PH012815000,1,0.000168279,5942.500013,65.19157155,64.06083949,0.1578,0.802100608,0.790860512,3.262295082,north luzon
PH013301000,1,6.28E-05,15922.99997,40,187.1937303,0.1085,0.985153685,0.832065055,3.210526316,north luzon
PH013303000,1,9.51E-05,10519.49998,50,141.0665531,0.0999,0.981118448,0.817787866,3.210526316,north luzon
PH013309000,1,0.000181496,5509.749994,40,174.5636002,0.1148,0.987771203,0.690927022,3.210526316,north luzon
PH013316000,1,0.000107562,9297.00001,48.60675095,149.2503058,0.1067,0.977428504,0.768967147,3.210526316,north luzon
PH013318000,1,0.000320616,3118.999986,48.47012793,139.2428265,0.1452,0.979856115,0.577338129,3.210526316,north luzon
PH013319000,1,0.000234522,4264.000018,50,128.6478308,0.1137,0.965407131,0.754390633,3.210526316,north luzon
PH015502000,1,9.65E-05,10365.74996,40,242.5438689,0.1384,0.91968339,0.738563613,2.568181818,north luzon
PH015506000,1,6.97E-05,14338.74991,40,220.9630286,0.106,0.955909369,0.819657073,2.568181818,north luzon
PH015512000,1,7.33E-05,13638.75042,40,214.7003879,0.1039,0.960720778,0.813986567,2.568181818,north luzon
PH015529000,1,0.000164616,6074.750042,40,213.5172628,0.1156,0.923901582,0.799297012,2.568181818,north luzon
PH015530000,1,5.75E-05,17388.75047,40,209.2142551,0.1178,0.961238837,0.807144214,2.568181818,north luzon
PH015533000,51,0.002457091,20756.25001,40,206.5344441,0.1158,0.938382136,0.722236849,2.568181818,north luzon
PH015535000,2,0.000151117,13234.74974,40,208.9089874,0.1329,0.931337119,0.808810876,2.568181818,north luzon
PH015541000,1,8.42E-05,11879.49999,40,202.9193173,0.1176,0.960406381,0.838207368,2.568181818,north luzon
PH015546000,1,3.01E-05,33235.00204,40,224.6413103,0.112,0.960972316,0.809956126,2.568181818,north luzon
PH015547000,2,0.000128343,15583.24988,40,231.4446641,0.1119,0.946550523,0.801881533,2.568181818,north luzon
PH015548000,1,0.000126996,7874.250115,40,216.8373363,0.1136,0.959731544,0.831003634,2.568181818,north luzon
PH021502000,17,0.001748836,9720.75,80,0.49068017,0.1888,0.973043763,0.708392448,3.216216216,north luzon
PH021504000,52,0.004346009,11965,80,10.71014513,0.2519,0.944695685,0.603805576,3.216216216,north luzon
PH021512000,4,0.000446503,8958.500017,80,39.24220334,0.1969,0.89080536,0.81438238,3.216216216,north luzon
PH021513000,1,7.06E-05,14165.24999,80.08809079,18.89139767,0.1671,0.955766319,0.713283927,3.216216216,north luzon
PH021515000,5,0.000717824,6965.500001,80,17.01974316,0.1428,0.961285008,0.800823723,3.216216216,north luzon
PH021517000,22,0.002248627,9783.75,80,14.97376618,0.1363,0.971338298,0.68788084,3.216216216,north luzon
PH021520000,2,0.000339026,5899.250004,80,16.64293608,0.1559,0.933816863,0.689392566,3.216216216,north luzon
PH021521000,4,0.000889185,4498.5,80,2.469672927,0.1879,0.802876271,0.500371932,3.216216216,north luzon
PH021522000,1,0.000162993,6135.250001,60.49926958,64.73661282,0.1723,0.779048981,0.813728995,3.216216216,north luzon
PH021524000,1,0.000962927,1038.5,62.83228718,62.09566472,0.1748,0.691836735,0.717346939,3.216216216,north luzon
PH021525000,1,0.000210106,4759.500006,80,36.6273538,0.1615,0.921298459,0.748248482,3.216216216,north luzon
PH021529000,2,5.21E-05,38375.49993,80,30.42416658,0.0926,0.980014691,0.904786681,3.216216216,north luzon
PH023111000,1,0.000703359,1421.750001,80,35.40217209,0.4572,0.841812401,0.312698413,1.716981132,north luzon
PH025005000,1,6.50E-05,15378.00048,40,163.2854257,0.0873,0.985386084,0.815453468,3.541666667,north luzon
PH025010000,4,0.000674707,5928.499966,40,173.8604562,0.3292,0.86928934,0.16044235,3.541666667,north luzon
PH025012000,2,0.000494438,4044.999994,40,197.9098738,0.2365,0.961838216,0.509809191,3.541666667,north luzon
PH037106000,1,8.38E-05,11929.75012,40,277.0922605,0.1798,0.876259535,0.701883239,2.777777778,north luzon
PH037108000,1,0.000114459,8736.750006,40,287.1703761,0.2076,0.821896881,0.746340843,2.777777778,north luzon
PH141106000,1,6.69E-05,14955.00005,40,185.0662821,0.0476,0.97922974,0.562095184,2.944444444,north luzon
PH143206000,1,0.000458033,2183.250002,65.91377038,66.27079627,0.2614,0.993634259,0.40162037,4.28,north luzon
PH143209000,3,0.000374696,8006.499997,75.18472285,39.98083147,0.3192,0.833972515,0.356024289,4.28,north luzon
PH148102000,1,0.000153545,6512.749999,78.74616472,20.93799259,0.5631,0.920051226,0.476765459,4.214285714,north luzon
PH148103000,1,0.000230004,4347.75,80,21.9759433,0.3573,0.917120238,0.519049975,4.214285714,north luzon
PH148104000,1,0.00025745,3884.250006,79.94424122,4.146890744,0.639,0.896805112,0.403833866,4.214285714,north luzon
PH148105000,1,0.000209831,4765.75,74.99192305,39.82227524,0.3342,0.830709615,0.668684912,4.214285714,north luzon
PH148106000,4,0.001072027,3731.250002,80,22.21183535,0.4112,0.858138062,0.576314123,4.214285714,north luzon
PH148107000,1,0.000293837,3403.25,78.96425277,37.23471895,0.3263,0.901317904,0.69013179,4.214285714,north luzon
PH034920000,3,0.000401003,7481.249977,40,183.8525916,0.1948,0.878500082,0.669887015,1.551724138,north luzon
PH035403000,1,3.00E-05,33372.99992,40,135.9357144,0.0728,0.94402713,0.893741115,1.75,metro luzon
PH037707000,9,0.000883783,10183.50002,40,209.4220405,0.1014,0.952070183,0.699475768,3,north luzon
PH041005000,4,4.85E-05,82468.49992,74.8051481,37.63507279,0.0362,0.967182235,0.873127111,1.5,metro luzon
PH041008000,1,7.09E-05,14112.25004,89.31764472,24.60868643,0.2397,0.91856018,0.815475744,1.5,metro luzon
PH041010000,2,0.000151029,13242.50002,67.37648463,49.8824683,0.0858,0.976170638,0.872969596,1.5,metro luzon
PH041019000,1,2.98E-05,33528.25006,67.90555319,48.71576307,0.1532,0.940108952,0.797126173,1.5,metro luzon
PH041025000,1,0.000176811,5655.75,64.45536558,52.63297911,0.1063,0.89827856,0.817572099,1.5,metro luzon
PH041027000,1,0.000189331,5281.749999,70,44.97910344,0.0602,0.962760911,0.833570413,1.5,metro luzon
PH041032000,1,0.000105244,9501.75008,68.36646516,48.91131508,0.1494,0.934292792,0.759641467,1.5,metro luzon
PH042121000,8,0.001381872,5789.249996,66.65824217,60.1756512,0.0903,0.913166755,0.674402126,1.105263158,metro luzon
PH045640000,1,0.000111794,8945,72.92502797,50.13611618,0.5473,0.509545297,0.347333102,1.72,metro luzon
PH050513000,100,0.008566595,11673.25,88.7516012,29.84927655,0.451,0.428344623,0.479581041,1.64,central
PH050516000,2,0.000228787,8741.749998,70.43651418,55.30950531,0.2545,0.627781524,0.781793661,1.64,central
PH051608000,1,6.76E-05,14787.25028,47.43604684,152.1675467,0.24,0.598976631,0.571472205,1.533333333,central
PH051612000,1,9.20E-05,10871.25026,46.72474127,153.3381525,0.3222,0.511212625,0.590946844,1.533333333,central
PH051725000,1,8.71E-05,11483.5,50.65144266,85.60645939,0.3147,0.634077911,0.498866947,2.104477612,central
PH052002000,17,0.005292653,3212.000001,51.16665479,116.2627305,0.3195,0.621515368,0.55575411,1.875,central
PH052006000,1,0.00019497,5128.999992,50.24735438,149.5344302,0.4369,0.570133588,0.486641221,1.875,central
PH054103000,36,0.003777148,9530.999994,50.04870798,87.59470123,0.4668,0.597985465,0.399336988,1.866666667,central
PH054104000,21,0.005568076,3771.5,89.67589897,36.39589447,0.4607,0.291051018,0.297741846,1.866666667,central
PH054107000,1658,0.151786327,10923.25,109.6155946,5.22229319,0.5236,0.381389253,0.28310951,1.866666667,central
PH054110000,3,0.000290824,10315.5,59.20976777,64.18517952,0.4469,0.628381476,0.359009629,1.866666667,central
PH054114000,964,0.14488615,6653.5,100.541584,13.84653472,0.5786,0.294554455,0.247716895,1.866666667,central
PH054118000,90,0.01561348,5764.25,90.01276674,28.5625957,0.4051,0.330924588,0.319066148,1.866666667,central
PH054119000,161,0.02120374,7592.999997,92.50235216,20.67676693,0.3878,0.347025496,0.378328612,1.866666667,central
PH054120000,246,0.021082401,11668.5,97.03433553,23.76514177,0.528,0.414298808,0.289133313,1.866666667,central
PH056202000,1515,0.288708909,5247.5,117.5162022,17.62584691,0.2939,0.675438596,0.674603175,2.8,central
PH056203000,6169,0.246572605,25019,118.9928639,2.296882751,0.3266,0.361685601,0.58146422,2.8,central
PH056204000,1587,0.277399056,5721,131.105316,9.19476871,0.308,0.549479659,0.691201514,2.8,central
PH056205000,1733,0.211071189,8210.5,113.8963151,19.08106658,0.2871,0.809819413,0.6875,2.8,central
PH056206000,1287,0.089024158,14456.75,99.50639193,24.54602355,0.4223,0.408120007,0.534404044,2.8,central
PH056207000,721,0.058015329,12427.75,98.54430608,22.06772981,0.4413,0.280335544,0.42118611,2.8,central
PH056208000,735,0.049383546,14883.5,102.7187976,27.46151281,0.256,0.676750409,0.652222387,2.8,central
PH056209000,3440,0.242843528,14165.5,127.8761712,2.847545287,0.2845,0.538927412,0.696709083,2.8,central
PH056210000,1118,0.138366337,8079.999999,123.8623401,12.452418,0.3731,0.626280892,0.591470766,2.8,central
PH056211000,2020,0.218154328,9259.5,127.0301573,10.49326053,0.4412,0.34832664,0.489558233,2.8,central
PH056212000,3070,0.298776185,10275.25,114.0089171,10.37239155,0.4521,0.257098359,0.495147957,2.8,central
PH056213000,1690,0.090660372,18641,100.6447941,22.41679066,0.4252,0.360877123,0.465106952,2.8,central
PH056214000,305,0.054362356,5610.5,90,40.59220711,0.307,0.696499686,0.607584329,2.8,central
PH056215000,1238,0.293922127,4212,125.5672664,1.997043636,0.3554,0.408419292,0.513799833,2.8,central
PH056216000,3293,0.078353459,42027.49999,90.69428699,35.31012686,0.1951,0.78845662,0.70165024,2.8,central
PH082601000,19,0.004742294,4006.5,91.47515027,32.05778139,0.592,0.427098253,0.237836291,1.545454545,central
PH082611000,25,0.012682308,1971.25,92.2817697,29.6231237,0.609,0.597327135,0.123184195,1.545454545,central
PH084801000,2500,0.392634183,6367.25,117.3221347,13.5097191,0.3507,0.491288566,0.485942318,2.333333333,central
PH084802000,2229,0.757712246,2941.749999,149.0400112,4.180056419,0.5536,0.311229001,0.409814324,2.333333333,central
PH084803000,2623,0.443298969,5917.000003,110.4834424,17.55393581,0.4012,0.522533749,0.349595184,2.333333333,central
PH084804000,314,0.09906144,3169.75,100.4334855,25.41918819,0.4523,0.472646822,0.472646822,2.333333333,central
PH084805000,1697,0.072184353,23509.25,109.4740811,18.4105794,0.3483,0.595457004,0.460627366,2.333333333,central
PH084806000,423,0.051233914,8256.250001,109.1198697,18.1036413,0.542,0.685403727,0.363396461,2.333333333,central
PH084807000,1256,0.21368721,5877.75,111.9620363,17.07914352,0.5141,0.587606838,0.417055167,2.333333333,central
PH084808000,8279,0.539708926,15339.75,133.3404641,2.341067009,0.5169,0.479156409,0.3586903,2.333333333,central
PH084809000,480,0.147465438,3255,98.17628056,25.18317202,0.5538,0.421266234,0.309157212,2.333333333,central
PH084810000,712,0.075052046,9486.75,93.85927979,28.67673885,0.5749,0.728958831,0.157628547,2.333333333,central
PH084811000,3100,0.431004519,7192.5,125.7833012,9.909764213,0.4858,0.447974975,0.404346394,2.333333333,central
PH084812000,1083,0.308877005,3506.25,119.2559771,11.76239235,0.5325,0.709097447,0.398058252,2.333333333,central
PH084813000,3573,0.369054382,9681.499998,109.8025791,18.45128735,0.5363,0.469530734,0.377164002,2.333333333,central
PH084814000,2295,0.267747769,8571.5,131.5120503,4.070617806,0.5171,0.565217391,0.491449275,2.333333333,central
PH084815000,3714,0.449337608,8265.5,119.4570531,11.94909441,0.5546,0.417937972,0.31969824,2.333333333,central
PH084816000,895,0.340304183,2630,122.6984483,11.23476535,0.4346,0.456329735,0.334151129,2.333333333,central
PH084817000,127,0.056083021,2264.5,100,25.37766714,0.3656,0.599572878,0.547784303,2.333333333,central
PH084818000,177,0.026566604,6662.5,93.71571678,29.30940656,0.4091,0.619657349,0.560865645,2.333333333,central
PH084819000,3780,0.860998804,4390.249999,121.0898233,11.91438812,0.4809,0.527076761,0.321766562,2.333333333,central
PH084820000,1891,0.24735121,7645,119.2768047,12.03366407,0.5101,0.519215531,0.434033281,2.333333333,central
PH084821000,31,0.015784114,1964,90,37.07470973,0.4568,0.525320317,0.409506399,2.333333333,central
PH084822000,676,0.176743578,3824.75,90.77943373,32.1866783,0.7158,0.441834862,0.154862385,2.333333333,central
PH084823000,179,0.048322872,3704.25,104.4208753,20.34874331,0.4086,0.632907448,0.465109034,2.333333333,central
PH084824000,166,0.04521005,3671.75,92.66067342,30.37868106,0.633,0.551638177,0.25997151,2.333333333,central
PH086016000,5,0.000759071,6587.000007,75.40148956,58.08123668,0.3314,0.457494208,0.307610052,1.4,central
PH086025000,6,0.001396648,4296,69.25120029,64.73515294,0.4113,0.552173913,0.25942029,1.4,central
PH174001000,23,0.001680979,13682.5,75.57425558,45.05488057,0.075,0.884287069,0.674992096,2.882352941,metro luzon
PH174002000,465,0.077538769,5997,84.7744578,30.61522386,0.2213,0.773026935,0.573554342,2.882352941,metro luzon
PH174003000,25,0.002871253,8707.000002,80.44512156,36.47209677,0.1618,0.834562961,0.64386645,2.882352941,metro luzon
PH174004000,5,0.000587492,8510.750002,70,54.39082263,0.1052,0.898041124,0.684998175,2.882352941,metro luzon
PH174005000,2,0.000141824,14101.99998,70.10311329,54.17416777,0.1266,0.909685175,0.640694267,2.882352941,metro luzon
PH174006000,50,0.006552221,7631,80.05528674,39.71500386,0.1731,0.841721371,0.631655726,2.882352941,metro luzon
PH175101000,50,0.006388552,7826.500001,108.6033982,14.06865617,0.3229,0.544328462,0.47710508,2.157894737,metro luzon
PH175103000,6,0.002372245,2529.25,108.613082,11.63808802,0.2225,0.621020497,0.690631808,2.157894737,metro luzon
PH175104000,51,0.010849333,4700.749999,96.53763613,15.25912115,0.1475,0.719948298,0.78436019,2.157894737,metro luzon
PH175107000,6,0.00149766,4006.250002,85.48916455,27.5908597,0.2958,0.532031026,0.41281241,2.157894737,metro luzon
PH175110000,1,2.79E-05,35857.498,298.4643021,84.2736993,0.2119,0.783537889,0.576264461,2.157894737,metro luzon
PH175201000,2452,0.263549644,9303.75,123.6827122,6.803953222,0.2276,0.713385063,0.610208535,2.304347826,metro luzon
PH175202000,825,0.080503513,10248,80.90410513,36.57546839,0.1988,0.786526684,0.575787402,2.304347826,metro luzon
PH175205000,1130,0.0337583,33473.25,119.7973031,9.271595836,0.0711,0.870597546,0.795574462,2.304347826,metro luzon
PH175206000,2969,0.263483682,11268.25,91.99498157,25.40115411,0.1831,0.780783401,0.612662401,2.304347826,metro luzon
PH175208000,7893,0.306530224,25749.5,129.9110049,3.580625927,0.2049,0.751819474,0.674777141,2.304347826,metro luzon
PH175209000,10428,0.484055146,21543,114.0626067,14.80669736,0.1702,0.84773022,0.680618225,2.304347826,metro luzon
PH175210000,1852,0.21348088,8675.25,150.0376947,1.890904104,0.2916,0.680866691,0.564695801,2.304347826,metro luzon
PH175211000,84,0.009178823,9151.5,135.3521018,4.629464682,0.11,0.803015682,0.650144718,2.304347826,metro luzon
PH175213000,311,0.06948168,4476,133.8690233,1.888921118,0.1482,0.678880911,0.563258232,2.304347826,metro luzon
PH175214000,2002,0.204813422,9774.75,110.2263302,14.80411711,0.1535,0.851005081,0.637508284,2.304347826,metro luzon
PH175215000,2741,0.21714331,12623,125.5692777,9.669549364,0.1803,0.804226619,0.675899281,2.304347826,metro luzon
PH175902000,256,0.184971098,1384,141.3484399,2.506210393,0.3065,0.797040169,0.670190275,2.034482759,central
PH175903000,2,0.000365948,5465.249991,73.90273129,51.2130864,0.3813,0.620076752,0.484346597,2.034482759,central
PH175904000,8,0.003114355,2568.75,87.99706883,38.25026391,0.3546,0.6046107,0.485863419,2.034482759,central
PH175905000,774,0.766906118,1009.25,130.6098608,11.5050925,0.2792,0.801337154,0.46800382,2.034482759,central
PH175906000,408,0.158708548,2570.75,108.0516243,17.3041381,0.4742,0.321443048,0.462910418,2.034482759,central
PH175907000,6,0.00107807,5565.5,57.18163918,77.0507672,0.2763,0.75163155,0.582136864,2.034482759,central
PH175908000,13,0.003676991,3535.5,78.70678222,46.74285771,0.3754,0.601108937,0.44357469,2.034482759,central
PH175909000,1,8.82E-05,11341.75001,66.2815308,62.3463835,0.1535,0.858623112,0.575605901,2.034482759,central
PH175910000,168,0.017338356,9689.500001,82.82129767,41.85198027,0.2689,0.707295174,0.610325477,2.034482759,central
PH175911000,31,0.005487211,5649.5,81.37376886,43.98201592,0.3337,0.671357931,0.599657665,2.034482759,central
PH175912000,1,0.000256591,3897.250017,77.98738356,46.5844396,0.3091,0.699492099,0.599322799,2.034482759,central
PH175913000,1,0.000171888,5817.750005,60.19573348,56.26248772,0.3541,0.61309763,0.461631177,2.034482759,central
PH175917000,1,0.000470146,2127.000001,68.0386829,60.71355266,0.2674,0.593617021,0.475,2.034482759,central
PH041033000,250,0.055806686,4479.75,90,11.33194426,0.3164,0.741489887,0.645781944,1.5,metro luzon
PH045601000,2,0.00062252,3212.75,87.47527713,34.34216189,0.2163,0.819391635,0.698035488,1.72,metro luzon
PH045603000,5,0.000315298,15858.00011,77.90227929,45.25170058,0.3734,0.865071106,0.689294134,1.72,metro luzon
PH045605000,45,0.005990615,7511.750002,105.538898,22.14694279,0.4659,0.587799822,0.360527095,1.72,metro luzon
PH045610000,77,0.004333573,17768.25,109.9936342,10.73341324,0.3058,0.705403453,0.404897906,1.72,metro luzon
PH045616000,33,0.00498226,6623.5,107.3572665,15.90031369,0.3247,0.662901518,0.442993293,1.72,metro luzon
PH045622000,2,8.41E-05,23791.75024,93.35502039,31.83817439,0.2313,0.740253458,0.507884299,1.72,metro luzon
PH045625000,1,0.000141904,7047.000001,100,22.60116468,0.3003,0.626752238,0.38946124,1.72,metro luzon
PH045628000,774,0.058279841,13280.75,107.7330892,1.298038979,0.3969,0.739062904,0.381655018,1.72,metro luzon
PH045634000,4,0.000695078,5754.75,97.79402325,27.37307576,0.2813,0.676377329,0.449663099,1.72,metro luzon
PH045640000,590,0.065958636,8945.000001,85.92399521,20.31721721,0.5473,0.509545297,0.347333102,1.72,metro luzon
PH045641000,2,0.000239041,8366.749958,91.89217628,26.62688798,0.2403,0.96351166,0.787791495,1.72,metro luzon
PH045642000,1745,0.113545784,15368.25001,82.0501462,25.88904894,0.4506,0.534352246,0.308341143,1.72,metro luzon
PH045644000,1447,0.119436248,12115.25,110.5022671,2.594892495,0.4399,0.541368936,0.300526415,1.72,metro luzon
PH045649000,1,0.000148787,6721,91.05843565,32.4013061,0.2391,0.731928687,0.552171095,1.72,metro luzon
PH050501000,487,0.028270397,17226.5,100.0031275,23.72495776,0.2969,0.608516866,0.682534151,1.64,central
PH050502000,42,0.002511061,16726,83.0140136,39.87355373,0.2931,0.715504979,0.743141638,1.64,central
PH050503000,4,0.000126387,31648.74999,83.43959068,42.64193568,0.1788,0.835275328,0.81608653,1.64,central
PH050507000,1550,0.082477518,18793,90.91922616,27.8465836,0.3747,0.55720846,0.495828213,1.64,central
PH050508000,590,0.021185109,27849.75,86.55458961,35.03662814,0.291,0.66235268,0.650704726,1.64,central
PH050509000,529,0.056001059,9446.25,99.74560041,21.76294189,0.2225,0.740786698,0.764983249,1.64,central
PH050512000,2500,0.14714538,16990,84.58297387,36.9207089,0.363,0.566899402,0.534482759,1.64,central
PH050513000,22,0.001884651,11673.25,80,48.42379616,0.451,0.428344623,0.479581041,1.64,central
PH050514000,5438,0.24656261,22055.25,100.17789,19.49302998,0.267,0.716706089,0.632779855,1.64,central
PH050515000,244,0.026435536,9230.000001,98.75850772,29.47382721,0.5027,0.376064909,0.487356322,1.64,central
PH050516000,395,0.045185461,8741.749999,90,28.37876898,0.2545,0.627781524,0.781793661,1.64,central
PH050517000,3706,0.110735949,33467,104.8190608,18.52956519,0.2378,0.78005022,0.759924454,1.64,central
PH050518000,3395,0.25564759,13280,139.5304303,4.261770806,0.2741,0.739907045,0.669430524,1.64,central
PH051701000,476,0.032353991,14712.25,130.922941,2.045178161,0.2683,0.745452948,0.641264267,2.104477612,central
PH051702000,1018,0.131686178,7730.5,101.9627477,16.82906844,0.515,0.372995344,0.49956904,2.104477612,central
PH051703000,1381,0.105951627,13034.25,99.06766733,19.9567265,0.403,0.494855967,0.513477366,2.104477612,central
PH051705000,4125,0.213888493,19285.75,123.7679659,8.048146749,0.3407,0.660107004,0.541497602,2.104477612,central
PH051710000,512,0.059865536,8552.5,121.3235889,15.93915173,0.2421,0.668053961,0.610505166,2.104477612,central
PH051713000,4,0.001420707,2815.5,123.1752539,11.30526554,0.3381,0.750679964,0.626473255,2.104477612,central
PH051714000,51,0.007552758,6752.500001,90.04181194,40.37064764,0.5606,0.236160188,0.347467609,2.104477612,central
PH051715000,308,0.019460416,15827.00001,102.7319892,25.43641619,0.2747,0.64703582,0.547416152,2.104477612,central
PH051716000,3760,0.1345777,27939.25,126.2836676,5.447272769,0.2301,0.776191573,0.70124787,2.104477612,central
PH051717000,557,0.040169476,13866.25,92.73662723,35.58705219,0.3756,0.55932355,0.559502505,2.104477612,central
PH051718000,567,0.020861695,27179,115.7943806,18.00992076,0.38,0.574103432,0.461123249,2.104477612,central
PH051719000,521,0.064786893,8041.75,89.58730467,38.11313183,0.3697,0.702401372,0.476843911,2.104477612,central
PH051720000,594,0.092472951,6423.500001,112.3572658,18.9796428,0.2783,0.640022569,0.618393831,2.104477612,central
PH051721000,3168,0.406805779,7787.499999,120,10.48819034,0.2713,0.751706207,0.602859929,2.104477612,central
PH051722000,3395,0.259209773,13097.5,125.9761361,1.659645911,0.4005,0.53912874,0.483386924,2.104477612,central
PH051725000,1911,0.166412679,11483.5,127.0672017,8.912396879,0.3147,0.634077911,0.498866947,2.104477612,central
PH051726000,758,0.083319593,9097.500001,121.141158,9.775743829,0.3291,0.691707446,0.510902603,2.104477612,central
PH051727000,1650,0.134597736,12258.75,120,6.012853755,0.4455,0.49176327,0.477841025,2.104477612,central
PH051728000,5047,0.225450891,22386.25,124.9726516,9.739761646,0.2464,0.69712924,0.642121581,2.104477612,central
PH051729000,561,0.1068775,5249,98.68141746,27.24786659,0.4881,0.527736503,0.478207033,2.104477612,central
PH051730000,23,0.001580376,14553.5,88.89851645,38.59930036,0.3742,0.604258738,0.491769052,2.104477612,central
PH051731000,3894,0.450877091,8636.5,134.2750043,6.668752517,0.3728,0.58812509,0.43875054,2.104477612,central
PH051733000,2564,0.252467814,10155.75,107.4406923,21.22125479,0.2918,0.632778876,0.638362219,2.104477612,central
PH051734000,9,0.000555084,16213.75002,96.31736395,32.14288757,0.3362,0.712514846,0.500148456,2.104477612,central
PH051735000,404,0.090970502,4441,80,57.00891194,0.5806,0.309409888,0.365497076,2.104477612,central
PH051736000,6295,0.455565205,13818,120.4628961,13.82962074,0.2793,0.62534965,0.533729465,2.104477612,central
PH051737000,138,0.008169064,16893,89.33854488,40.52351917,0.474,0.3993372,0.389470513,2.104477612,central
PH052001000,33,0.011427582,2887.75,83.77131716,51.01334035,0.3744,0.501245847,0.495431894,1.875,central
PH052002000,1160,0.361145704,3212,110.4066153,21.42980372,0.3195,0.621515368,0.55575411,1.875,central
PH052003000,1493,0.280652286,5319.75,130.794269,11.53229098,0.2354,0.75376773,0.581137923,1.875,central
PH052004000,109,0.014506255,7514,87.6112838,41.16746984,0.4075,0.619778346,0.435464621,1.875,central
PH052005000,189,0.090344168,2092,97.79492949,31.51847379,0.328,0.682912844,0.479931193,1.875,central
PH052006000,16,0.003119516,5129,80,58.68419332,0.4369,0.570133588,0.486641221,1.875,central
PH052007000,47,0.020243351,2321.75,88.91588083,45.25285961,0.3143,0.621325361,0.576980568,1.875,central
PH052008000,2112,0.229696294,9194.75,113.3984915,17.92081176,0.2993,0.731624379,0.610776877,1.875,central
PH052010000,1404,0.259711432,5406,90.12928957,38.28194521,0.394,0.505094951,0.492125984,1.875,central
PH052011000,2486,0.135016972,18412.5,131.2630743,11.18301564,0.1655,0.821660312,0.683446985,1.875,central
PH056216000,6,0.000142764,42027.49994,79.93315078,53.30610752,0.1951,0.78845662,0.70165024,2.8,central
PH174001000,1149,0.083975882,13682.5,86.67974632,19.64475865,0.075,0.884287069,0.674992096,2.882352941,metro luzon
PH174002000,843,0.140570285,5997,80,34.6811246,0.2213,0.773026935,0.573554342,2.882352941,metro luzon
PH174003000,699,0.080280234,8707,80.01192264,27.73704083,0.1618,0.834562961,0.64386645,2.882352941,metro luzon
PH174004000,1012,0.118908439,8510.75,94.26739574,8.722115423,0.1052,0.898041124,0.684998175,2.882352941,metro luzon
PH174005000,1402,0.099418522,14102,95.60966107,11.44337631,0.1266,0.909685175,0.640694267,2.882352941,metro luzon
PH174006000,743,0.097366007,7631,84.39305071,26.19020221,0.1731,0.841721371,0.631655726,2.882352941,metro luzon
PH175101000,1,0.000127771,7826.499958,70.76296481,42.68914537,0.3229,0.544328462,0.47710508,2.157894737,metro luzon
PH175103000,1,0.000395374,2529.250001,84.60882403,17.4420875,0.2225,0.621020497,0.690631808,2.157894737,metro luzon
PH175104000,6,0.001276392,4700.75,85.34644011,13.92454644,0.1475,0.719948298,0.78436019,2.157894737,metro luzon
PH175201000,466,0.05008733,9303.750001,70.70282286,45.68270276,0.2276,0.713385063,0.610208535,2.304347826,metro luzon
PH175205000,999,0.029844727,33473.25,79.26048412,34.81025285,0.0711,0.870597546,0.795574462,2.304347826,metro luzon
PH175208000,566,0.021981009,25749.5,71.80164652,48.32294584,0.2049,0.751819474,0.674777141,2.304347826,metro luzon
PH175211000,512,0.055947112,9151.5,78.74353201,30.22367083,0.11,0.803015682,0.650144718,2.304347826,metro luzon
